TRANSACTION_NBR,EMPLID,EMPL_RCD,BGN_DT,PIN_TAKE_NUM,END_DT,SEQNUM,OPRID,EMPLID_CURR_APPR,ACTION_DT,HR_WF_ACTION,HGA_APPR_PRCS
714,K0G001,0,6/1/2014,2392,7/15/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
715,K0G001,0,7/16/2014,2343,8/12/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
728,K0G008,0,6/1/2014,2392,6/10/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
729,K0G008,0,6/22/2014,2343,6/23/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
715,K0G001,0,7/16/2014,2343,8/12/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
714,K0G001,0,6/1/2014,2392,7/15/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
723,K0G005,0,6/15/2014,2343,6/30/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
722,K0G005,0,6/1/2014,2392,6/14/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
727,K0G007,0,7/22/2014,2343,7/23/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
728,K0G008,0,6/1/2014,2392,6/10/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
735,KY0004,0,1/14/2013,70131,1/31/2013,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
736,KY0005,0,1/7/2013,70131,1/28/2013,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
754,KU0020,0,6/16/2014,2392,6/18/2014,1,CSTEVENSON,KU0020,6/1/2014,SUB,REQ
751,KU0020,0,2/13/2014,2343,2/14/2014,1,CSTEVENSON,KU0020,6/1/2014,SUB,REQ
753,KU0020,0,5/13/2014,2342,5/16/2014,1,CSTEVENSON,KU0020,6/1/2014,SUB,REQ
770,KU0076,0,6/16/2014,2392,6/17/2014,1,MLEE,KU0076,6/1/2014,SUB,REQ
773,KU0102,0,4/8/2014,2392,4/22/2014,1,EDONAHUE,KU0102,6/1/2014,SUB,REQ
763,KU0059,0,1/7/2014,2343,1/10/2014,2,RCHANNING,KU0046,6/1/2014,APV,REQ
760,KU0044,0,1/17/2014,2392,1/23/2014,2,RCHANNING,KU0046,6/1/2014,APV,REQ
755,KU0039,0,2/10/2014,2392,2/12/2014,2,RCHANNING,KU0046,6/1/2014,APV,REQ
769,KU0076,0,3/11/2014,2342,3/18/2014,3,SAMPLE,KU0007,6/2/2014,APV,REQ
774,KU0102,0,6/9/2014,2343,6/10/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
782,KU0137,0,7/30/2014,2392,7/31/2014,2,CSTEVENSON,KU0020,6/2/2014,DNY,REQ
785,KU0148,0,8/29/2014,2343,8/29/2014,1,MCALDWELL,KU0148,6/2/2014,SUB,REQ
793,KU0134,0,10/20/2014,2392,10/24/2014,1,DMICHELSON,KU0134,6/2/2014,SUB,REQ
797,KY0003,0,2/10/2014,70361,2/19/2014,1,SAMPLE,KU0007,7/23/2014,SAV,REQ
798,KY0003,0,2/3/2014,70361,3/16/2014,1,SAMPLE,KU0007,7/23/2014,SAV,REQ
799,KY0005,0,3/1/2014,70390,3/7/2014,1,SAMPLE,KU0007,7/23/2014,SAV,REQ
668,KU0131,0,4/14/2014,2392,4/16/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
678,KU0136,0,5/12/2014,2343,5/13/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
675,KU0133,0,5/20/2014,2343,5/21/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
660,KU0016,0,6/11/2014,2342,6/17/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
676,KU0133,0,6/16/2014,2392,6/24/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
709,KU0131,0,6/23/2014,2344,6/23/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
683,KU0137,0,6/16/2014,2343,6/17/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
679,KU0136,0,6/24/2014,2392,7/2/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
693,KU0148,0,6/23/2014,2343,6/25/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
699,KU0149,0,6/16/2014,2392,6/19/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
710,KU0059,0,8/18/2014,2342,8/21/2014,1,VZINN,KU0059,5/30/2014,SUB,REQ
712,KU0059,0,9/2/2014,2343,9/2/2014,1,VZINN,KU0059,5/30/2014,SUB,REQ
713,KU0059,0,9/26/2014,2343,9/26/2014,1,VZINN,KU0059,5/30/2014,SUB,REQ
712,KU0059,0,9/2/2014,2343,9/2/2014,2,RCHANNING,KU0046,5/30/2014,APV,REQ
548,KU0059,0,10/9/2014,2392,10/9/2014,2,RCHANNING,KU0046,5/30/2014,DNY,REQ
710,KU0059,0,8/18/2014,2342,8/21/2014,3,SAMPLE,KU0007,5/30/2014,APV,REQ
720,K0G004,0,8/15/2014,2343,8/18/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
721,K0G004,0,6/1/2014,2392,6/10/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
722,K0G005,0,6/1/2014,2392,6/14/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
723,K0G005,0,6/15/2014,2343,6/30/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
724,K0G006,0,6/1/2014,2392,6/10/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
725,K0G006,0,8/22/2014,2343,8/23/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
730,K0G010,0,6/1/2014,2392,6/10/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
510,KY0004,0,1/6/2014,70412,1/18/2014,1,SAMPLE,KU0007,3/20/2014,SAV,REQ
512,KR0039,0,4/1/2014,220436,4/15/2014,1,SAMPLE,KU0007,4/8/2014,SAV,REQ
519,KR0043,0,4/1/2014,220080,4/15/2014,1,SAMPLE,KU0007,4/8/2014,SAV,REQ
520,KR0044,0,2/1/2014,220246,2/15/2014,1,SAMPLE,KU0007,4/8/2014,SAV,REQ
522,KR0081,0,2/1/2014,220436,2/28/2014,1,SAMPLE,KU0007,4/30/2014,SAV,REQ
528,KR0086,0,4/1/2014,220437,4/15/2014,1,SAMPLE,KU0007,4/30/2014,SAV,REQ
530,KR0088,0,4/1/2014,220080,4/15/2014,1,SAMPLE,KU0007,4/30/2014,SAV,REQ
539,KNG004,0,7/29/2013,161022,8/9/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
547,KU0046,0,8/11/2014,2392,8/12/2014,2,SAMPLE,KU0007,5/26/2014,APV,REQ
550,KU0046,0,9/2/2014,2392,9/2/2014,2,SAMPLE,KU0007,5/27/2014,APV,REQ
555,K0W202,0,1/24/2014,2343,1/24/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
558,K0W204,0,1/29/2014,2343,1/31/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
560,K0W231,0,1/1/2014,2392,1/6/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
563,K0W235,0,1/1/2014,2438,1/30/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
569,K0W201,0,2/3/2014,2343,2/3/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
573,K0W231,0,2/10/2014,2343,2/11/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
578,K0W202,0,1/27/2014,2343,1/27/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
584,K0W231,0,3/10/2014,2344,3/11/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
591,K0W202,0,4/7/2014,2343,4/10/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
592,K0W204,0,4/14/2014,2392,4/17/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
595,K0W208,0,4/21/2014,2343,4/23/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
601,K0W238,0,4/28/2014,2392,4/30/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
602,K0W203,0,5/12/2014,2439,5/22/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
604,K0W209,0,5/26/2014,2343,5/31/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
605,K0W232,0,5/5/2014,2392,5/13/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
610,K0W201,0,6/9/2014,2343,6/9/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
611,K0W206,0,6/23/2014,2343,6/23/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
615,K0W202,0,8/18/2014,2392,8/26/2014,1,HAM_K0W202,K0W202,5/29/2014,SUB,REQ
617,K0W204,0,9/8/2014,2392,9/12/2014,1,HAM_K0W204,K0W204,5/29/2014,SUB,REQ
620,K0W206,0,8/4/2014,2392,8/11/2014,1,HAM_K0W206,K0W206,5/29/2014,SUB,REQ
625,K0W233,0,8/11/2014,2392,8/13/2014,1,HAM_K0W233,K0W233,5/29/2014,SUB,REQ
629,K0W235,0,8/25/2014,2343,8/27/2014,1,HAM_K0W235,K0W235,5/29/2014,SUB,REQ
615,K0W202,0,8/18/2014,2392,8/26/2014,2,HAM_K0W201,K0W201,5/29/2014,APV,REQ
622,K0W232,0,7/22/2014,2343,7/25/2014,2,HAM_K0W231,K0W231,5/29/2014,APV,REQ
625,K0W233,0,8/11/2014,2392,8/13/2014,2,HAM_K0W231,K0W231,5/29/2014,PSH,REQ
427,K0W202,0,8/28/2012,2392,8/30/2012,2,HAM_K0W201,K0W201,5/29/2014,APV,REQ
617,K0W204,0,9/8/2014,2392,9/12/2014,2,HAM_K0W201,K0W201,5/29/2014,APV,REQ
618,K0W204,0,9/15/2014,2343,9/16/2014,2,HAM_K0W201,K0W201,5/29/2014,DNY,REQ
628,K0W234,0,9/15/2014,2392,9/17/2014,2,HAM_K0W231,K0W231,5/29/2014,DNY,REQ
623,K0W232,0,9/22/2014,2392,9/30/2014,2,HAM_K0W231,K0W231,5/29/2014,APV,REQ
630,K0W235,0,9/15/2014,2342,9/19/2014,3,HAM_K0W201,K0W201,5/29/2014,APV,REQ
634,K0W202,0,10/3/2014,2343,10/3/2014,1,HAM_K0W202,K0W202,5/29/2014,SUB,REQ
640,K0W206,0,10/1/2014,2343,10/1/2014,1,HAM_K0W206,K0W206,5/29/2014,SUB,REQ
638,KNG001,0,3/13/2014,161050,3/14/2014,2,SAMPLE,KU0007,5/29/2014,SAV,REQ
641,K0W233,0,10/1/2014,2342,10/6/2014,1,HAM_K0W233,K0W233,5/29/2014,SUB,REQ
646,K0W235,0,10/1/2014,2343,10/3/2014,1,HAM_K0W235,K0W235,5/29/2014,SUB,REQ
653,KNG008,0,9/5/2014,161050,9/19/2014,2,SAMPLE,KU0007,5/29/2014,SAV,REQ
654,KNG008,0,7/7/2014,161022,7/11/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
658,KU0016,0,2/26/2014,2343,2/28/2014,1,JSTRUNSKY,KU0016,5/30/2014,SUB,REQ
671,KU0132,0,4/7/2014,2392,4/15/2014,1,MKNIGHT,KU0132,5/30/2014,SUB,REQ
673,KU0132,0,6/9/2014,2343,6/11/2014,1,MKNIGHT,KU0132,5/30/2014,SUB,REQ
674,KU0133,0,3/10/2014,2343,3/13/2014,1,HDUBAS,KU0133,5/30/2014,SUB,REQ
675,KU0133,0,5/20/2014,2343,5/21/2014,1,HDUBAS,KU0133,5/30/2014,SUB,REQ
676,KU0133,0,6/16/2014,2392,6/24/2014,1,HDUBAS,KU0133,5/30/2014,SUB,REQ
680,KU0137,0,2/10/2014,2343,2/12/2014,1,JLIVINGSTONE,KU0137,5/30/2014,SUB,REQ
682,KU0137,0,5/6/2014,2392,5/12/2014,1,JLIVINGSTONE,KU0137,5/30/2014,SUB,REQ
686,KU0146,0,1/6/2014,2343,1/7/2014,1,MBAKER,KU0146,5/30/2014,SUB,REQ
690,KU0147,0,6/30/2014,2343,6/30/2014,1,KBALINGER,KU0147,5/30/2014,SUB,REQ
691,KU0148,0,2/3/2014,2343,2/5/2014,1,MCALDWELL,KU0148,5/30/2014,SUB,REQ
698,KU0149,0,4/14/2014,2392,4/17/2014,1,CCALDER,KU0149,5/30/2014,SUB,REQ
702,KU0147,0,1/15/2014,2344,1/15/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
703,KU0130,0,1/6/2014,2343,1/7/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
681,KU0137,0,4/22/2014,2392,4/29/2014,2,CSTEVENSON,KU0020,5/30/2014,PSH,REQ
697,KU0149,0,3/10/2014,2343,3/12/2014,2,CSTEVENSON,KU0020,5/30/2014,DNY,REQ
657,KU0016,0,1/2/2014,2392,1/7/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
662,KU0079,0,2/3/2014,2343,2/3/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
696,KU0149,0,2/3/2014,2343,2/5/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
658,KU0016,0,2/26/2014,2343,2/28/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
674,KU0133,0,3/10/2014,2343,3/13/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
684,KU0145,0,4/7/2014,2392,4/15/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
385,K0W002,0,11/21/2012,2392,11/29/2012,1,DTRAVANTTI,K0W002,8/21/2012,SUB,REQ
386,K0W003,0,6/1/2012,2342,6/5/2012,1,BGONZALES,K0W003,8/21/2012,SUB,REQ
387,K0W003,0,8/21/2012,2343,8/21/2012,1,BGONZALES,K0W003,8/21/2012,SUB,REQ
388,K0W003,0,8/23/2012,2343,8/23/2012,1,BGONZALES,K0W003,8/21/2012,SUB,REQ
389,K0W003,0,10/22/2012,2392,10/26/2012,1,BGONZALES,K0W003,8/21/2012,SUB,REQ
390,K0W003,0,3/1/2013,2392,3/5/2013,1,BGONZALES,K0W003,8/21/2012,SUB,REQ
391,K0W003,0,8/21/2013,2342,8/21/2013,1,BGONZALES,K0W003,8/21/2012,SUB,REQ
392,K0W004,0,4/2/2012,2344,4/4/2012,1,OWILLS,K0W004,8/21/2012,SUB,REQ
393,K0W004,0,8/21/2012,2343,8/23/2012,1,OWILLS,K0W004,8/21/2012,SUB,REQ
394,K0W004,0,8/28/2012,2392,8/29/2012,1,OWILLS,K0W004,8/21/2012,SAV,REQ
395,K0W004,0,3/4/2013,2392,3/8/2013,1,OWILLS,K0W004,8/21/2012,SUB,REQ
396,K0W004,0,8/21/2013,2392,8/27/2013,1,OWILLS,K0W004,8/21/2012,SUB,REQ
397,K0W005,0,4/5/2012,2342,4/6/2012,1,WSMITHERSON,K0W005,8/21/2012,SUB,REQ
398,K0W005,0,6/4/2012,2344,6/5/2012,1,WSMITHERSON,K0W005,8/21/2012,SAV,REQ
399,K0W005,0,8/21/2012,2343,8/23/2012,1,WSMITHERSON,K0W005,8/21/2012,SUB,REQ
400,K0W005,0,11/15/2012,2392,11/19/2012,1,WSMITHERSON,K0W005,8/21/2012,SUB,REQ
401,K0W005,0,8/21/2013,2392,8/27/2013,1,WSMITHERSON,K0W005,8/21/2012,SUB,REQ
402,K0W006,0,5/5/2012,2343,5/8/2012,1,LJONES,K0W006,8/21/2012,SUB,REQ
403,K0W006,0,8/21/2012,2392,8/24/2012,1,LJONES,K0W006,8/21/2012,SUB,REQ
404,K0W006,0,5/6/2013,2392,5/9/2013,1,LJONES,K0W006,8/21/2012,SUB,REQ
405,K0W007,0,8/21/2012,2343,8/23/2012,1,RLIMBO,K0W007,8/21/2012,SUB,REQ
406,K0W007,0,11/5/2012,2392,11/9/2012,1,RLIMBO,K0W007,8/21/2012,SUB,REQ
407,K0W007,0,8/21/2013,2392,8/26/2013,1,RLIMBO,K0W007,8/21/2012,SUB,REQ
408,K0W008,0,8/21/2012,2343,8/22/2012,1,HAM_K0W008,K0W008,8/21/2012,SUB,REQ
409,K0W008,0,8/24/2012,2392,8/24/2012,1,HAM_K0W008,K0W008,8/21/2012,SAV,REQ
410,K0W008,1,8/21/2013,2343,8/22/2013,1,HAM_K0W008,K0W008,8/21/2012,SUB,REQ
411,K0W009,0,6/5/2012,2344,6/6/2012,1,HAM_K0W009,K0W009,8/21/2012,SUB,REQ
412,K0W009,0,8/21/2012,2343,8/22/2012,1,HAM_K0W009,K0W009,8/21/2012,SUB,REQ
413,K0W009,0,8/21/2013,2392,8/27/2013,1,HAM_K0W009,K0W009,8/21/2012,SUB,REQ
414,K0W010,0,6/6/2012,2342,6/8/2012,1,HAM_K0W010,K0W010,8/21/2012,SUB,REQ
415,K0W010,0,8/21/2012,2392,8/28/2012,1,HAM_K0W010,K0W010,8/21/2012,SUB,REQ
416,K0W010,0,8/21/2013,2344,8/22/2013,1,HAM_K0W010,K0W010,8/21/2012,SUB,REQ
417,K0W010,0,4/3/2013,2343,4/4/2013,1,HAM_K0W010,K0W010,8/21/2012,SUB,REQ
418,K0W201,0,8/1/2012,2392,8/7/2012,1,HAM_K0W201,K0W201,8/21/2012,SAV,REQ
418,K0W201,0,8/1/2012,2392,8/7/2012,2,HAM_K0W201,K0W201,8/21/2012,SUB,REQ
419,K0W201,0,8/1/2013,2343,8/1/2013,1,HAM_K0W201,K0W201,8/21/2012,SUB,REQ
420,K0W202,0,8/20/2012,2343,8/20/2012,1,HAM_K0W202,K0W202,8/21/2012,SUB,REQ
421,K0W202,0,8/22/2012,2392,8/24/2012,1,HAM_K0W202,K0W202,8/21/2012,SAV,REQ
421,K0W202,0,8/22/2012,2392,8/24/2012,2,HAM_K0W202,K0W202,8/21/2012,CAN,REQ
422,K0W203,0,8/20/2012,2392,8/24/2012,1,HAM_K0W203,K0W203,8/21/2012,SAV,REQ
423,K0W204,0,8/20/2012,2343,8/20/2012,1,HAM_K0W204,K0W204,8/21/2012,SAV,REQ
424,K0W204,0,8/22/2012,2392,8/22/2012,1,HAM_K0W204,K0W204,8/21/2012,SAV,REQ
424,K0W204,0,8/22/2012,2392,8/22/2012,2,HAM_K0W204,K0W204,8/21/2012,CAN,REQ
425,K0W205,0,8/20/2012,2392,8/24/2012,1,HAM_K0W205,K0W205,8/21/2012,SAV,REQ
425,K0W205,0,8/20/2012,2392,8/24/2012,2,HAM_K0W205,K0W205,8/21/2012,SUB,REQ
481,KUTLWC17,0,10/1/2012,2343,10/1/2012,1,KUTLWC01,KUTLWC01,9/3/2012,SUB,REQ
478,KUTLWC04,0,10/5/2012,2343,10/5/2012,1,SAMPLE,KU0007,8/29/2012,SUB,REQ
344,KUTLWC06,0,10/1/2012,2343,10/5/2012,3,KUTLWC01,KUTLWC01,8/28/2012,SUB,REQ
479,KUTLWC05,0,10/1/2012,2343,10/1/2012,1,SAMPLE,KU0007,8/29/2012,SUB,REQ
477,KUTLWC04,0,10/1/2012,2343,10/1/2012,1,SAMPLE,KU0007,8/29/2012,SUB,REQ
480,KUTLWC05,0,10/5/2012,2223,10/8/2012,1,SAMPLE,KU0007,8/29/2012,SUB,REQ
482,KUTLWC17,0,10/5/2012,2343,10/5/2012,1,KUTLWC01,KUTLWC01,8/29/2012,SUB,REQ
483,KUTLWC16,0,10/1/2012,2343,10/1/2012,1,KUTLWC01,KUTLWC01,8/29/2012,SUB,REQ
484,KUTLWC16,0,10/4/2012,2343,10/4/2012,1,KUTLWC01,KUTLWC01,9/3/2012,SUB,REQ
484,KUTLWC16,0,10/4/2012,2343,10/4/2012,2,KUTLWC01,KUTLWC01,9/4/2012,SAV,REQ
484,KUTLWC16,0,10/4/2012,2343,10/4/2012,3,KUTLWC01,KUTLWC01,9/4/2012,SUB,REQ
484,KUTLWC16,0,10/4/2012,2343,10/4/2012,4,KUTLWC01,KUTLWC01,9/4/2012,SAV,REQ
484,KUTLWC16,0,10/4/2012,2343,10/4/2012,5,KUTLWC01,KUTLWC01,9/4/2012,SUB,REQ
482,KUTLWC17,0,10/5/2012,2343,10/5/2012,2,KUTLWC01,KUTLWC01,9/4/2012,SAV,REQ
482,KUTLWC17,0,10/5/2012,2343,10/5/2012,3,KUTLWC01,KUTLWC01,9/4/2012,SUB,REQ
478,KUTLWC04,0,10/5/2012,2343,10/5/2012,2,KUTLWC01,KUTLWC01,9/4/2012,SAV,REQ
478,KUTLWC04,0,10/5/2012,2343,10/5/2012,3,KUTLWC01,KUTLWC01,9/4/2012,SUB,REQ
480,KUTLWC05,0,10/5/2012,2223,10/8/2012,2,KUTLWC01,KUTLWC01,9/4/2012,SAV,REQ
480,KUTLWC05,0,10/5/2012,2223,10/8/2012,3,KUTLWC01,KUTLWC01,9/4/2012,SUB,REQ
501,KU0433,0,9/10/2012,2392,9/14/2012,1,SAMPLE,KU0007,12/31/2012,SAV,REQ
502,KU0433,0,9/10/2012,2392,9/14/2012,1,SAMPLE,KU0007,12/31/2012, ,REQ
502,KU0433,0,9/10/2012,2392,9/14/2012,3,SAMPLE,KU0007,12/31/2012,SUB,REQ
503,KU0434,0,9/4/2012,2343,9/7/2012,1,SAMPLE,KU0007,1/1/2013,SUB,REQ
523,KR0081,0,4/1/2014,220436,4/15/2014,1,SAMPLE,KU0007,4/30/2014,SAV,REQ
524,KR0082,0,1/1/2014,220245,3/31/2014,1,SAMPLE,KU0007,4/30/2014,SAV,REQ
525,KR0083,0,1/1/2014,220250,3/31/2014,1,SAMPLE,KU0007,4/30/2014,SAV,REQ
535,KNG002,0,6/3/2013,161022,6/28/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
540,KNG008,0,3/18/2013,161050,3/18/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
541,KNG008,0,4/15/2013,161050,4/15/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
542,KNG008,0,6/24/2013,161050,6/25/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
543,KNG008,0,9/2/2013,161050,9/2/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
544,KNG008,0,9/6/2013,161050,9/20/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
545,KNG008,0,10/7/2013,161050,10/7/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
554,K0W202,0,1/2/2014,2392,1/10/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
554,K0W202,0,1/2/2014,2392,1/10/2014,2,SAMPLE,KU0007,5/28/2014,SAV,REQ
555,K0W202,0,1/24/2014,2343,1/24/2014,2,SAMPLE,KU0007,5/28/2014,SAV,REQ
559,K0W206,0,1/6/2014,2344,1/6/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
565,K0W238,0,1/6/2014,2392,1/10/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
567,K0W239,0,1/20/2014,2344,1/21/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
574,K0W234,0,2/10/2014,2344,2/12/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
586,K0W233,0,3/3/2014,2439,3/10/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
588,K0W237,0,3/3/2014,2343,3/4/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
596,K0W231,0,4/28/2014,2343,4/29/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
599,K0W235,0,4/14/2014,2343,4/15/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
600,K0W236,0,4/14/2014,2344,4/17/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
607,K0W234,0,5/12/2014,2343,5/19/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
613,K0W234,0,6/23/2014,2343,6/23/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
616,K0W204,0,7/7/2014,2343,7/7/2014,1,HAM_K0W204,K0W204,5/29/2014,SUB,REQ
623,K0W232,0,9/22/2014,2392,9/30/2014,1,HAM_K0W232,K0W232,5/29/2014,SUB,REQ
624,K0W233,0,7/7/2014,2343,7/8/2014,1,HAM_K0W233,K0W233,5/29/2014,SUB,REQ
630,K0W235,0,9/15/2014,2342,9/19/2014,1,HAM_K0W235,K0W235,5/29/2014,SUB,REQ
633,K0W236,0,9/15/2014,2344,9/16/2014,1,HAM_K0W236,K0W236,5/29/2014,SUB,REQ
66,K0W203,0,1/26/2007,2344,1/26/2007,3,HAM_K0W201,K0W201,5/29/2014,APV,REQ
627,K0W234,0,7/21/2014,2343,7/23/2014,2,HAM_K0W231,K0W231,5/29/2014,DNY,REQ
430,K0W203,0,8/30/2012,2392,8/31/2012,2,HAM_K0W201,K0W201,5/29/2014,APV,REQ
431,K0W204,0,8/23/2012,2392,8/23/2012,2,HAM_K0W201,K0W201,5/29/2014,DNY,REQ
632,K0W236,0,8/18/2014,2392,8/22/2014,2,HAM_K0W231,K0W231,5/29/2014,APV,REQ
621,K0W206,0,9/29/2014,2343,9/29/2014,2,HAM_K0W201,K0W201,5/29/2014,APV,REQ
626,K0W233,0,9/22/2014,2343,9/24/2014,2,HAM_K0W231,K0W231,5/29/2014,APV,REQ
638,KNG001,0,3/13/2014,161050,3/14/2014,3,SAMPLE,KU0007,5/29/2014,SAV,REQ
642,KNG002,0,6/2/2014,161022,6/20/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
649,KNG008,0,3/17/2014,161050,3/17/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
504,KNG002,0,7/2/2012,161022,7/13/2012,1,SAMPLE,KU0007,3/14/2014,SAV,REQ
529,KR0088,0,2/1/2014,220246,2/15/2014,1,SAMPLE,KU0007,4/30/2014,SAV,REQ
726,K0G007,0,6/1/2014,2392,6/14/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
737,KU0016,0,9/26/2014,2343,9/26/2014,1,JSTRUNSKY,KU0016,6/1/2014,SUB,REQ
743,KU0146,0,7/1/2014,2343,7/1/2014,1,SAMPLE,KU0007,6/1/2014,SAV,REQ
750,KU0020,0,1/20/2014,2343,1/21/2014,1,CSTEVENSON,KU0020,6/1/2014,SUB,REQ
756,KU0039,0,3/5/2014,2343,3/6/2014,1,SQUILLIGAN,KU0039,6/1/2014,SUB,REQ
757,KU0039,0,4/22/2014,2343,4/25/2014,1,SQUILLIGAN,KU0039,6/1/2014,SUB,REQ
758,KU0039,0,5/20/2014,2392,5/27/2014,1,SQUILLIGAN,KU0039,6/1/2014,SUB,REQ
759,KU0039,0,6/16/2014,2343,6/18/2014,1,SQUILLIGAN,KU0039,6/1/2014,SUB,REQ
767,KU0076,0,12/31/2013,2392,1/7/2014,1,MLEE,KU0076,6/1/2014,SUB,REQ
768,KU0076,0,2/18/2014,2343,2/18/2014,1,MLEE,KU0076,6/1/2014,SUB,REQ
769,KU0076,0,3/11/2014,2342,3/18/2014,1,MLEE,KU0076,6/1/2014,SUB,REQ
771,KU0076,0,9/1/2014,2343,9/1/2014,1,MLEE,KU0076,6/1/2014,SUB,REQ
774,KU0102,0,6/9/2014,2343,6/10/2014,1,EDONAHUE,KU0102,6/1/2014,SUB,REQ
780,KU0044,0,10/20/2014,2392,10/21/2014,1,DREESE,KU0044,6/1/2014,SUB,REQ
767,KU0076,0,12/31/2013,2392,1/7/2014,2,RCHANNING,KU0046,6/1/2014,APV,REQ
749,KU0020,0,1/6/2014,2392,1/9/2014,2,RCHANNING,KU0046,6/1/2014,APV,REQ
764,KU0059,0,2/13/2014,2392,2/19/2014,2,RCHANNING,KU0046,6/1/2014,APV,REQ
756,KU0039,0,3/5/2014,2343,3/6/2014,2,RCHANNING,KU0046,6/1/2014,APV,REQ
